場合	ばあい	baai
保持	ほじ	hoji
日中	にっちゅう|ひなか	nittyuu|hinaka
社長	しゃちょう	shatyou
活発	かっぱつ	kappatsu
機器	きき	kiki
途中	とちゅう	totyuu
大勢	おおぜい|たいせい|たいぜい	oozei|taisei|taizei
選出	せんしゅつ	sennshutsu
出店	しゅってん|でみせ	shuttenn|demise
主体	しゅたい	shutai
自覚	じかく	jikaku
本作	ほんさく	honnsaku
芸能	げいのう	geinou
統計	とうけい	toukei
手術	しゅじゅつ	shujutsu
文具	ぶんぐ	bunngu
保障	ほしょう	hoshou
野菜	やさい	yasai
用途	ようと	youto
育児	いくじ	ikuji
通用	つうよう	tsuuyou
供給	きょうきゅう	kyoukyuu
依存	いぞん|いそん	izonn|isonn
作者	さくしゃ	sakusha
収納	しゅうのう	shuunou
起算	きさん	kisann
遂行	すいこう	suikou
配合	はいごう	haigou
専用	せんよう	sennyou
事例	じれい	jirei
目撃	もくげき	mokugeki
毎年	まいとし|まいねん	maitoshi|mainenn
容疑	ようぎ	yougi
採点	さいてん	saitenn
連続	れんぞく	rennzoku
要素	ようそ	youso
検定	けんてい	kenntei
正常	せいじょう	seijou
受験	じゅけん	jukenn
和食	わしょく	washoku
主流	しゅりゅう	shuryuu
自己	じこ	jiko
空港	くうこう	kuukou
危機	きき	kiki
各社	かくしゃ	kakusha
完売	かんばい	kannbai
発達	はったつ	hattatsu
経由	けいゆ	keiyu
持参	じさん	jisann
装着	そうちゃく	soutyaku
開放	かいほう	kaihou
意向	いこう	ikou
生成	せいせい	seisei
入学	にゅうがく	nyuugaku
満載	まんさい	mannsai
進学	しんがく	shinngaku
策定	さくてい	sakutei
飲料	いんりょう|のみりょう	innryou|nomiryou
振込	ふりこみ	furikomi
魔法	まほう	mahou
建立	こんりゅう	konnryuu
同項	どうこう	doukou
加筆	かひつ	kahitsu
紛失	ふんしつ	funnshitsu
風景	ふうけい	fuukei
独立	どくりつ	dokuritsu
痛感	つうかん	tsuukann
尊重	そんちょう	sonntyou
転用	てんよう	tennyou
駆使	くし	kushi
全力	ぜんりょく	zennryoku
任意	にんい	ninni
発足	はっそく|ほっそく	hassoku|hossoku
変動	へんどう	henndou
件数	けんすう	kennsuu
閉鎖	へいさ	heisa
譲渡	じょうと|ゆずりわたし	jouto|yuzuriwatashi
警察	けいさつ	keisatsu
何事	なにごと	nanigoto
背中	せなか	senaka
中断	ちゅうだん	tyuudann
買取	かいとり|かいと	kaitori|kaito
付属	ふぞく	fuzoku
衝撃	しょうげき	shougeki
復元	ふくげん	fukugenn
合意	ごうい	goui
検証	けんしょう	kennshou
崩壊	ほうかい	houkai
最寄	もより	moyori
進出	しんしゅつ	shinnshutsu
細心	さいしん	saishinn
散策	さんさく	sannsaku
午後	ごご	gogo
冷静	れいせい	reisei
素直	すなお	sunao
王国	おうこく	oukoku
定番	ていばん	teibann
着物	きもの	kimono
香水	こうすい	kousui
新設	しんせつ	shinnsetsu
生息	せいそく	seisoku
隣接	りんせつ	rinnsetsu
新型	しんがた	shinngata
適正	てきせい	tekisei
動物	どうぶつ	doubutsu
生徒	せいと	seito
職場	しょくば	shokuba
手段	しゅだん	shudann
選手	せんしゅ	sennshu
市長	しちょう	shityou
配達	はいたつ	haitatsu
梅雨	つゆ|ばいう|づゆ	tsuyu|baiu|duyu
採択	さいたく	saitaku
日刊	にっかん	nikkann
付与	ふよ	fuyo
削減	さくげん	sakugenn
紅葉	こうよう|もみじ	kouyou|momiji
荷物	にもつ	nimotsu
順調	じゅんちょう	junntyou
親切	しんせつ	shinnsetsu
工具	こうぐ	kougu
夕方	ゆうがた	yuugata
日常	にちじょう	nichijou
地震	じしん	jishinn
音声	おんせい|おんじょう	onnsei|onnjou
漢字	かんじ	kannji
歌詞	かし	kashi
除去	じょきょ	jokyo
建築	けんちく	kennchiku
適合	てきごう	tekigou
店内	てんない	tennnai
新年	しんねん	shinnnenn
余計	よけい	yokei
大量	たいりょう	tairyou
高速	こうそく	kousoku
薬局	やっきょく	yakkyoku
到達	とうたつ	toutatsu
相性	あいしょう|そうしょう	aishou|soushou
生命	いのち|せいめい	inochi|seimei
抑制	よくせい	yokusei
順位	じゅんい	junni
解明	かいめい	kaimei
日付	ひづけ	hiduke
商標	しょうひょう	shouhyou
声優	せいゆう	seiyuu
雑貨	ざっか	zakka
集計	しゅうけい	shuukei
大会	たいかい|だいえ	taikai|daie
審査	しんさ	shinnsa
寿司	すし|ずし	sushi|zushi
手配	てはい	tehai
基調	きちょう	kityou
特性	とくせい	tokusei
起動	きどう	kidou
定評	ていひょう	teihyou
工事	こうじ	kouji
浸透	しんとう	shinntou
円滑	えんかつ	ennkatsu
消滅	しょうめつ	shoumetsu
常識	じょうしき	joushiki
団体	だんたい	danntai
提携	ていけい	teikei
現代	げんだい	genndai
文庫	ぶんこ	bunnko
怪我	けが	kega
回収	かいしゅう	kaishuu
基盤	きばん	kibann
可決	かけつ	kaketsu
公園	こうえん	kouenn
受講	じゅこう	jukou
抽出	ちゅうしゅつ	tyuushutsu
招待	しょうたい	shoutai
埼玉	さいたま	saitama
真似	まね	mane
対抗	たいこう	taikou
原料	げんりょう	gennryou
義務	ぎむ	gimu
前述	ぜんじゅつ	zennjutsu
選定	せんてい	senntei
存分	ぞんぶん	zonnbunn
遵守	じゅんしゅ	junnshu
非難	ひなん	hinann
性格	せいかく	seikaku
排除	はいじょ	haijo
模様	もよう	moyou
経緯	いきさつ|けいい|たてぬき	ikisatsu|keii|tatenuki
祝福	しゅくふく	shukufuku
家具	かぐ	kagu
開業	かいぎょう	kaigyou
実態	じったい	jittai
東海	とうかい	toukai
入金	にゅうきん	nyuukinn
出典	しゅってん	shuttenn
完備	かんび	kannbi
定員	ていいん	teiinn
至高	しこう	shikou
材料	ざいりょう	zairyou
不快	ふかい	fukai
輸入	ゆにゅう	yunyuu
伝説	でんせつ	dennsetsu
観点	かんてん	kanntenn
創設	そうせつ	sousetsu
飲食	いんしょく|おんじき	innshoku|onnjiki
特設	とくせつ	tokusetsu
知恵	ちえ|ぢえ	chie|die
賃料	ちんりょう	chinnryou
店側	みせがわ	misegawa
市場	いちば|しじょう	ichiba|shijou
最悪	さいあく	saiaku
有料	ゆうりょう	yuuryou
執筆	しっぴつ	shippitsu
平日	へいじつ	heijitsu
密接	みっせつ	missetsu
人材	じんざい	jinnzai
電気	でんき	dennki
日程	にってい	nittei
墓地	ぼち	bochi
任命	にんめい	ninnmei
遠慮	えんりょ	ennryo
手間	てま|でま	tema|dema
先輩	せんぱい	sennpai
凝縮	ぎょうしゅく	gyoushuku
窓口	まどぐち	madoguchi
半分	はんぶん	hannbunn
気配	けはい|きはい	kehai|kihai
構造	こうぞう	kouzou
回転	かいてん	kaitenn
混雑	こんざつ	konnzatsu
仕様	しよう	shiyou
年収	ねんしゅう	nennshuu
体感	たいかん	taikann
専念	せんねん	sennnenn
賛成	さんせい	sannsei
発覚	はっかく	hakkaku
重宝	じゅうほう|ちょうほう	juuhou|tyouhou
興奮	こうふん	koufunn
恐縮	きょうしゅく	kyoushuku
運命	うんめい	unnmei
中学	ちゅうがく	tyuugaku
屋根	やね	yane
区分	くぶん|くわけ	kubunn|kuwake
多大	ただい	tadai
届出	とどけいで|とどけで	todokeide|todokede
真実	しんじつ	shinnjitsu
感激	かんげき	kanngeki
統合	とうごう	tougou
戸建	こだて	kodate
処方	しょほう	shohou
意図	いと	ito
花見	はなみ	hanami
番号	ばんごう	banngou
提起	ていき	teiki
医学	いがく|いがっ	igaku|igaxtu
議長	ぎちょう	gityou
景色	けしき|げしき	keshiki|geshiki
段階	だんかい	dannkai
補足	ほそく	hosoku
習得	しゅうとく	shuutoku
協議	きょうぎ	kyougi
掲示	けいじ	keiji
命名	めいめい	meimei
観測	かんそく	kannsoku
公演	こうえん	kouenn
当地	とうち	touchi
息子	むすこ	musuko
滞在	たいざい	taizai
国際	こくさい	kokusai
店頭	てんとう	tenntou
何時	いつ|なんどき	itsu|nanndoki
転送	てんそう	tennsou
創造	そうぞう	souzou
収穫	しゅうかく	shuukaku
徒然	つれづれ|とぜん	tsuredure|tozenn
極端	きょくたん	kyokutann
行使	こうし	koushi
意思	いし	ishi
例外	れいがい	reigai
職務	しょくむ	shokumu
破損	はそん	hasonn
突破	とっぱ|つきやぶ	toppa|tsukiyabu
割合	わりあい	wariai
起因	きいん	kiinn
株価	かぶか	kabuka
当選	とうせん	tousenn
原作	げんさく	gennsaku
徒歩	とほ	toho
場面	ばめん	bamenn
差異	さい	sai
放棄	ほうき	houki
侵入	しんにゅう	shinnnyuu
何者	なにもの	nanimono
不満	ふまん	fumann
急増	きゅうぞう	kyuuzou
所持	しょじ	shoji
阻止	そし	soshi
供述	きょうじゅつ	kyoujutsu
視聴	しちょう	shityou
姿勢	しせい	shisei
郵送	ゆうそう	yuusou
漫画	まんが	mannga
支払	しはらい|しはらえ	shiharai|shiharae
愛顧	あいこ	aiko
格好	かっこう|かっこ	kakkou|kakko
冗談	じょうだん	joudann
服用	ふくよう	fukuyou
眼科	がんか	gannka
正式	せいしき	seishiki
宴会	えんかい	ennkai
駆除	くじょ	kujo
複雑	ふくざつ	fukuzatsu
下手	したて|しもて|へた|げしゅ|べた|したで	shitate|shimote|heta|geshu|beta|shitade
悲鳴	ひめい	himei
順番	じゅんばん	junnbann
気合	きあい	kiai
告白	こくはく	kokuhaku
外観	がいかん	gaikann
光景	こうけい	koukei
台風	たいふう	taifuu
満開	まんかい	mannkai
給与	きゅうよ	kyuuyo
愛知	あいち	aichi
認可	にんか	ninnka
東北	とうほく	touhoku
性別	せいべつ	seibetsu
買物	かいもの	kaimono
克服	こくふく	kokufuku
着用	ちゃくよう	tyakuyou
選挙	せんきょ	sennkyo
異議	いぎ	igi
余地	よち	yochi
拘束	こうそく	kousoku
加速	かそく	kasoku
伝統	でんとう	denntou
合流	ごうりゅう	gouryuu
答弁	とうべん	toubenn
変身	へんしん	hennshinn
省令	しょうれい	shourei
着手	ちゃくしゅ	tyakushu
在籍	ざいせき	zaiseki
延期	えんき	ennki
本屋	ほんや	honnya
流行	りゅうこう|はやり|はや|ばやり	ryuukou|hayari|haya|bayari
免許	めんきょ	mennkyo
自殺	じさつ	jisatsu
横軸	よこじく	yokojiku
帰国	きこく	kikoku
既婚	きこん	kikonn
未婚	みこん	mikonn
汚染	おせん	osenn
態度	たいど	taido
商談	しょうだん	shoudann
貴方	あなた|きほう	anata|kihou
実物	じつぶつ|みもの	jitsubutsu|mimono
好感	こうかん	koukann
実力	じつりょく	jitsuryoku
間近	まぢか|まじか	madika|majika
安置	あんち	annchi
起訴	きそ	kiso
児童	じどう	jidou
子宝	こだから	kodakara
本年	ほんねん	honnnenn
主催	しゅさい	shusai
授与	じゅよ	juyo
密着	みっちゃく	mittyaku
広場	ひろば	hiroba
動向	どうこう	doukou
館内	かんない	kannnai
根拠	こんきょ	konnkyo
代金	だいきん	daikinn
共感	きょうかん	kyoukann
仮定	かてい	katei
魔女	まじょ	majo
女子	じょし|おなご	joshi|onago
大手	おおて|おおで	oote|oode
飼育	しいく	shiiku
手軽	てがる	tegaru
制服	せいふく	seifuku
名所	めいしょ|などころ	meisho|nadokoro
日曜	にちよう	nichiyou
早速	さっそく	sassoku
税金	ぜいきん	zeikinn
気温	きおん	kionn
工場	こうじょう|こうば	koujou|kouba
昼食	ちゅうしょく|ちゅうじき|ひるげ	tyuushoku|tyuujiki|hiruge
地位	ちい	chii
処置	しょち	shochi
朝食	ちょうしょく|あさげ	tyoushoku|asage
勝負	かちまけ|しょうぶ	kachimake|shoubu
円高	えんだか	enndaka
募金	ぼきん	bokinn
面積	めんせき	mennseki
現金	げんきん	gennkinn
応用	おうよう	ouyou
版元	はんもと	hannmoto
的確	てきかく|てっかく	tekikaku|tekkaku
前面	ぜんめん	zennmenn
前後	ぜんこう|ぜんご	zennkou|zenngo
兵庫	ひょうご	hyougo
出展	しゅってん	shuttenn
焼肉	やきにく	yakiniku
部員	ぶいん	buinn
付着	ふちゃく	futyaku
花火	はなび	hanabi
制度	せいど	seido
同社	どうしゃ	dousha
総務	そうむ	soumu
監視	かんし	kannshi
発掘	はっくつ	hakkutsu
食感	しょっかん	shokkann
点在	てんざい	tennzai
作用	さよう	sayou
最強	さいきょう	saikyou
対戦	たいせん	taisenn
全角	ぜんかく	zennkaku
滋賀	しが	shiga
電源	でんげん	denngenn
客室	きゃくしつ	kyakushitsu
少年	しょうねん	shounenn
制御	せいぎょ	seigyo
判決	はんけつ	hannketsu
規制	きせい	kisei
天候	てんこう	tennkou
修行	しゅぎょう	shugyou
自負	じふ	jifu
浮上	ふじょう	fujou
業者	ぎょうしゃ	gyousha
同署	どうしょ	dousho
店長	てんちょう	tenntyou
断念	だんねん	dannnenn
中傷	ちゅうしょう	tyuushou
提唱	ていしょう	teishou
判定	はんてい	hanntei
和書	わしょ	washo
運動	うんどう	unndou
返金	へんきん	hennkinn
平気	へいき	heiki
天使	てんし	tennshi
控除	こうじょ	koujo
周知	しゅうち	shuuchi
空欄	くうらん	kuurann
今朝	けさ|こんちょう	kesa|konntyou
意義	いぎ	igi
目前	もくぜん	mokuzenn
土曜	どよう	doyou
幼児	ようじ|おさなご	youji|osanago
電化	でんか	dennka
大半	たいはん|たいぱん	taihann|taipann
最長	さいちょう	saityou
消費	しょうひ	shouhi
喫茶	きっさ	kissa
移住	いじゅう	ijuu
市販	しはん	shihann
実験	じっけん	jikkenn
時空	じくう	jikuu
当該	とうがい	tougai
上映	じょうえい	jouei
多発	たはつ	tahatsu
念頭	ねんとう	nenntou
証券	しょうけん	shoukenn
正当	せいとう	seitou
絶賛	ぜっさん	zessann
夕食	ゆうしょく|ゆうげ	yuushoku|yuuge
急速	きゅうそく	kyuusoku
拍手	はくしゅ	hakushu
初期	しょき	shoki
用事	ようじ	youji
研修	けんしゅう	kennshuu
調和	ちょうわ	tyouwa
賛同	さんどう	sanndou
名誉	めいよ	meiyo
伝授	でんじゅ	dennju
事由	じゆう	jiyuu
離婚	りこん	rikonn
自社	じしゃ	jisha
流通	りゅうつう|るずう	ryuutsuu|ruzuu
同行	どうこう|どうぎょう	doukou|dougyou
個室	こしつ	koshitsu
改良	かいりょう	kairyou
考案	こうあん	kouann
指名	しめい	shimei
激安	げきやす	gekiyasu
新品	しんぴん	shinnpinn
緩和	かんわ	kannwa
重大	じゅうだい	juudai
待機	たいき	taiki
中央	ちゅうおう	tyuuou
誤差	ごさ	gosa
政府	せいふ	seifu
寄付	きふ|よせつけ	kifu|yosetsuke
賃借	ちんしゃく|ちんがり	chinnshaku|chinngari
認知	にんち	ninnchi
表紙	ひょうし|びょうし	hyoushi|byoushi
爆発	ばくはつ	bakuhatsu
明示	めいじ	meiji
青空	あおぞら	aozora
候補	こうほ	kouho
防犯	ぼうはん	bouhann
広島	ひろしま	hiroshima
味方	みかた	mikata
満面	まんめん	mannmenn
入居	にゅうきょ	nyuukyo
週末	しゅうまつ	shuumatsu
延長	えんちょう	enntyou
親身	しんみ	shinnmi
敬意	けいい	keii
若干	じゃっかん|そこばく	jakkann|sokobaku
具合	ぐあい|ぐわい	guai|guwai
同居	どうきょ	doukyo
合間	あいま	aima
歳月	さいげつ	saigetsu
拍車	はくしゃ	hakusha
権限	けんげん	kenngenn
告知	こくち	kokuchi
配属	はいぞく	haizoku
節約	せつやく	setsuyaku
個性	こせい	kosei
占領	せんりょう	sennryou
強制	きょうせい	kyousei
会長	かいちょう	kaityou
封印	ふういん	fuuinn
起用	きよう	kiyou
都内	とない	tonai
行政	ぎょうせい	gyousei
留学	りゅうがく	ryuugaku
地方	ちほう|じかた	chihou|jikata
書類	しょるい	shorui
道路	どうろ	douro
調節	ちょうせつ	tyousetsu
見積	みつもり|みつも	mitsumori|mitsumo
質疑	しつぎ	shitsugi
救急	きゅうきゅう	kyuukyuu
凡例	はんれい	hannrei
集約	しゅうやく	shuuyaku
忠実	ちゅうじつ|まめ	tyuujitsu|mame
手順	てじゅん	tejunn
週刊	しゅうかん	shuukann
内蔵	ないぞう|うちくら	naizou|uchikura
分解	ぶんかい	bunnkai
達人	たつじん	tatsujinn
世代	せだい	sedai
内科	ないか	naika
職歴	しょくれき	shokureki
要件	ようけん	youkenn
原点	げんてん	genntenn
有利	ゆうり	yuuri
録画	ろくが	rokuga
特価	とっか	tokka
誘導	ゆうどう	yuudou
標高	ひょうこう	hyoukou
分割	ぶんかつ	bunnkatsu
抵抗	ていこう	teikou
規模	きぼ	kibo
野球	やきゅう	yakyuu
縮尺	しゅくしゃく	shukushaku
性質	せいしつ	seishitsu
静岡	しずおか	shizuoka
再建	さいけん|さいこん	saikenn|saikonn
精通	せいつう	seitsuu
要因	よういん	youinn
厳密	げんみつ	gennmitsu
増大	ぞうだい	zoudai
信仰	しんこう	shinnkou
永遠	えいえん|とわ	eienn|towa
毎度	まいど	maido
本質	ほんしつ	honnshitsu
曜日	ようび	youbi
業績	ぎょうせき	gyouseki
各地	かくち	kakuchi
除外	じょがい	jogai
不幸	ふこう	fukou
効力	こうりょく	kouryoku
夜景	やけい	yakei
油断	ゆだん	yudann
県内	けんない	kennnai
格納	かくのう	kakunou
人数	にんずう|にんず|ひとかず	ninnzuu|ninnzu|hitokazu
敏感	びんかん	binnkann
命令	めいれい	meirei
絶大	ぜつだい	zetsudai
録音	ろくおん	rokuonn
文書	ぶんしょ|もんじょ	bunnsho|monnjo
